split,id,sentence,tagged_sentence,ner_labels,has_entity
train,4612,"Rais akizungumza katika Bunge mjini Dodoma , ametumia muda mrefu kuzungumzia mbinu mbali mbali za ukuzaji uchumi na pia kutangaza kuwa atakutana na viongozi wa vyama vya siasa nchini humo kujadili mwelekeo mpya wa demokrasia baada ya miaka sita ya vyama vya upinzani kulalamika kuwa vinabanwa kidemokrasia .","Rais akizungumza katika Bunge mjini Dodoma/B-LOC , ametumia muda mrefu kuzungumzia mbinu mbali mbali za ukuzaji uchumi na pia kutangaza kuwa atakutana na viongozi wa vyama vya siasa nchini humo kujadili mwelekeo mpya wa demokrasia baada ya miaka sita ya vyama vya upinzani kulalamika kuwa vinabanwa kidemokrasia .",O O O O O B-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,True
train,4613,""""""""" Naomba nilieleze Bunge hili tukufu pamoja na Watanzania kuwa dira na mwelekeo wa awamu ya sita itakuwa ni kudumisha mazuri ya awamu zilizopita , kuyaendeleza mema yaliyopo na kuleta mengine mapya .",""""""""" Naomba nilieleze Bunge hili tukufu pamoja na Watanzania kuwa dira na mwelekeo wa awamu ya sita itakuwa ni kudumisha mazuri ya awamu zilizopita , kuyaendeleza mema yaliyopo na kuleta mengine mapya .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False
train,4614,"Kimsingi ndio dhana na maana halisi ya kauli mbiu au salamu yetu ya Jamhuri ya Muungano wa Tanzania kazi iendelee , tutaenzi na kuendeleza mambo yote mazuri lakini pia tutafanya mabadiliko pale itakapobidi kwa lengo la kukuza ufanisi na tija .","Kimsingi ndio dhana na maana halisi ya kauli mbiu au salamu yetu ya Jamhuri/B-LOC ya/I-LOC Muungano/I-LOC wa/I-LOC Tanzania/I-LOC kazi iendelee , tutaenzi na kuendeleza mambo yote mazuri lakini pia tutafanya mabadiliko pale itakapobidi kwa lengo la kukuza ufanisi na tija .",O O O O O O O O O O O O O B-LOC I-LOC I-LOC I-LOC I-LOC O O O O O O O O O O O O O O O O O O O O O O O,True
train,4615,"Uwajibikaji """""""" Hatutakuwa tayari kuvumilia uvivu , uzembe na ubadhirifu wa mali au fedha za umma na tutaboresha mazingira ya uwekezaji na kuvutia zaidi wawekezaji , wa ndani na nje ya nchi , """""""" Rais amesema .","Uwajibikaji """""""" Hatutakuwa tayari kuvumilia uvivu , uzembe na ubadhirifu wa mali au fedha za umma na tutaboresha mazingira ya uwekezaji na kuvutia zaidi wawekezaji , wa ndani na nje ya nchi , """""""" Rais amesema .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False
train,4616,"Uchumi wa Tanzania Rais Samia amesema uchumi wa Tanzania ulipungua kutoka asilimia 6 . 9 hadi 4 . 7 hasa katika kipindi cha janga la virusi vya korona , na serikali yake itafanya juhudi kufufua uchumi wa nchi kwa kuongeza mapato katika sekta za kilimo , viwanda na madini .","Uchumi wa Tanzania/B-LOC Rais Samia/B-PER amesema uchumi wa Tanzania/B-LOC ulipungua kutoka asilimia 6 . 9 hadi 4 . 7 hasa katika kipindi cha janga la virusi vya korona , na serikali yake itafanya juhudi kufufua uchumi wa nchi kwa kuongeza mapato katika sekta za kilimo , viwanda na madini .",O O B-LOC O B-PER O O O B-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,True
train,4617,"Janga la Korona Hata hivyo , Rais Samia hakuwa na jipya kuhusu jinsi serikali yake itakavyopambana na janga la Korona isipokuwa kurudia kuwa ameunda tume ya wataalam itakayoishauri serikali jinsi ya kupambana na janga hilo .","Janga la Korona Hata hivyo , Rais Samia/B-PER hakuwa na jipya kuhusu jinsi serikali yake itakavyopambana na janga la Korona isipokuwa kurudia kuwa ameunda tume ya wataalam itakayoishauri serikali jinsi ya kupambana na janga hilo .",O O O O O O O B-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O,True
train,4618,Lakini aliwataka Watanzania kuchukua tahadhari zinazotolewa na taasisi za ndani na za kimataifa katika kupambana na virusi hiyo .,Lakini aliwataka Watanzania kuchukua tahadhari zinazotolewa na taasisi za ndani na za kimataifa katika kupambana na virusi hiyo .,O O O O O O O O O O O O O O O O O O O,False
train,4619,"Kuboresha Miundombinu Rais Samia aliwaondoa wasiwasi watanzania kwa kusema kuwa serikali yake itaendeleza na kukamilisha juhudi zilizofanywa na serikali ya hayati John magufuli katika kuboresha miundo mbinu kama barabara na reli , pamoja na usafiri wa majini pia .","Kuboresha Miundombinu Rais Samia/B-PER aliwaondoa wasiwasi watanzania kwa kusema kuwa serikali yake itaendeleza na kukamilisha juhudi zilizofanywa na serikali ya hayati John/B-PER magufuli/I-PER katika kuboresha miundo mbinu kama barabara na reli , pamoja na usafiri wa majini pia .",O O O B-PER O O O O O O O O O O O O O O O O O B-PER I-PER O O O O O O O O O O O O O O O O,True
train,4620,Vyombo vya utoaji haki Rais Samia alisema pia atashirikiana na vyombo vya sheria kuhakikisha kuwa vinajielekeza zaidi katika kutenda na kutoa haki kwa wananchi .,Vyombo vya utoaji haki Rais Samia/B-PER alisema pia atashirikiana na vyombo vya sheria kuhakikisha kuwa vinajielekeza zaidi katika kutenda na kutoa haki kwa wananchi .,O O O O O B-PER O O O O O O O O O O O O O O O O O O O,True
train,4621,Lakini akakemea vikali utumiaji wa mitandao ya kijamii kuzusha hofu nchini humo .,Lakini akakemea vikali utumiaji wa mitandao ya kijamii kuzusha hofu nchini humo .,O O O O O O O O O O O O O,False
train,4622,Ukosoaji wa serikali Rais Samia amewataka wabunge wasisite kuikosoa serikali yake pale wanapohisi kuna mambo ambayo hayaendi sawa na kuna haja ya kurekebishwa na kusema ukosoaji uwe mkali lakini itumike lugha ya kibunge na kuwaeleza mawaziri wake kuwa wakubali kukosolewa .,Ukosoaji wa serikali Rais Samia/B-PER amewataka wabunge wasisite kuikosoa serikali yake pale wanapohisi kuna mambo ambayo hayaendi sawa na kuna haja ya kurekebishwa na kusema ukosoaji uwe mkali lakini itumike lugha ya kibunge na kuwaeleza mawaziri wake kuwa wakubali kukosolewa .,O O O O B-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,True
train,4623,"Mwanamke katika Uongozi Rais Samia amelieleza bunge na watanzania kwa jumla kwamba wale wenye wasi wasi kuwa yeye ni ' mwanamke atashindwa kutekeleza majukumu ' , hiyo dhana ambayo haina ukweli .","Mwanamke katika Uongozi Rais Samia/B-PER amelieleza bunge na watanzania kwa jumla kwamba wale wenye wasi wasi kuwa yeye ni ' mwanamke atashindwa kutekeleza majukumu ' , hiyo dhana ambayo haina ukweli .",O O O O B-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O,True
train,4624,""""""""" Mwenyenzi mungu hakuumba ubongo hafifu kwa mwanamke na ubongo makini kwa mwanamme , """""""" amesema na kuongeza kuwa amekuzwa katika jamii sahihi na ana uzeofu wa kutosha katika serikali na chama tawala cha CCM kuliongoza taifa la Tanzania .",""""""""" Mwenyenzi mungu hakuumba ubongo hafifu kwa mwanamke na ubongo makini kwa mwanamme , """""""" amesema na kuongeza kuwa amekuzwa katika jamii sahihi na ana uzeofu wa kutosha katika serikali na chama tawala cha CCM/B-ORG kuliongoza taifa la Tanzania/B-LOC .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ORG O O O B-LOC O,True
train,4625,"Ushirikiano Amesema atashirikiana na kila mmoja katika ngazi tofauti katika kuleta maendeleo ya uchumi , elimu , jamii , siasa na uchumi na kuwarai watanzania """""""" tushikamane na tushirikiane kwa manufaa ya taifa la Tanzania .","Ushirikiano Amesema atashirikiana na kila mmoja katika ngazi tofauti katika kuleta maendeleo ya uchumi , elimu , jamii , siasa na uchumi na kuwarai watanzania """""""" tushikamane na tushirikiane kwa manufaa ya taifa la Tanzania/B-LOC .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-LOC O,True
train,4626,""""""""" Kituo kinacho fuatilia kesi za virusi vya Corona katika Chuo Kikuu cha John Hopkins cha Marekani , kinaripoti Ijumaa kwamba kuna kesi milioni 85 . 5 za COVID - 19 na vifo milioni 1 . 8 duniani .",""""""""" Kituo kinacho fuatilia kesi za virusi vya Corona katika Chuo Kikuu cha John/B-ORG Hopkins/I-ORG cha Marekani/B-LOC , kinaripoti Ijumaa/B-DATE kwamba kuna kesi milioni 85 . 5 za COVID - 19 na vifo milioni 1 . 8 duniani .",O O O O O O O O O O O O O B-ORG I-ORG O B-LOC O O B-DATE O O O O O O O O O O O O O O O O O O O,True
train,4627,"Marekani bado inaendelea kuwa juu kwenye orodha ya janga hili , ambapo kuna maambukizi takribani milioni 20 na vifo 345 , 000 vya virusi vya Corona , John Hopkins iliripoti .","Marekani/B-LOC bado inaendelea kuwa juu kwenye orodha ya janga hili , ambapo kuna maambukizi takribani milioni 20 na vifo 345 , 000 vya virusi vya Corona , John/B-ORG Hopkins/I-ORG iliripoti .",B-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O B-ORG I-ORG O O,True
train,4628,"India ina kesi milioni 10.2 na zaidi ya vifo 148 , 000 , huku Brazil ikiwa na kesi milioni 7.6 na karibu vifo 195 , 000 kulingana na ripoti ya John Hopkins .","India/B-LOC ina kesi milioni 10.2 na zaidi ya vifo 148 , 000 , huku Brazil/B-LOC ikiwa na kesi milioni 7.6 na karibu vifo 195 , 000 kulingana na ripoti ya John/B-ORG Hopkins/I-ORG .",B-LOC O O O O O O O O O O O O O B-LOC O O O O O O O O O O O O O O O B-ORG I-ORG O,True
train,4629,"Watu 42 katika jimbo la West Virginia nchini Marekani walidhani wamepatiwa chanjo ya virusi vya Corona , lakini badala yake walipewa chanjo ambayo kile gazeti la The New York Times ilichofafanua kama matibabu ya majaribio ya kinga - mwili ya Monoclonal .","Watu 42 katika jimbo la West/B-LOC Virginia/I-LOC nchini Marekani/B-LOC walidhani wamepatiwa chanjo ya virusi vya Corona , lakini badala yake walipewa chanjo ambayo kile gazeti la The/B-ORG New/I-ORG York/I-ORG Times/I-ORG ilichofafanua kama matibabu ya majaribio ya kinga - mwili ya Monoclonal/B-LOC .",O O O O O B-LOC I-LOC O B-LOC O O O O O O O O O O O O O O O O O B-ORG I-ORG I-ORG I-ORG O O O O O O O O O O B-LOC O,True
train,4630,Rais Lazarus Chakwera wa Malawi amewafukuza kazi maafisa waandamizi akiwemo Waziri wa Kazi Ken Kandodo kwa tuhuma za kutumia vibaya fedha za kupambana na ugonjwa wa COVID - 19 .,Rais Lazarus/B-PER Chakwera/I-PER wa Malawi/B-LOC amewafukuza kazi maafisa waandamizi akiwemo Waziri wa Kazi Ken/B-PER Kandodo/I-PER kwa tuhuma za kutumia vibaya fedha za kupambana na ugonjwa wa COVID - 19 .,O B-PER I-PER O B-LOC O O O O O O O O B-PER I-PER O O O O O O O O O O O O O O O,True
train,4631,Rais amesema hatua yake inafuatia ukaguzi aliyoamrisha ufanywe kuhusiana na matumizi ya karibu dola milioni 7 . 8 kwa ajili ya shughuli za janga la Corona .,Rais amesema hatua yake inafuatia ukaguzi aliyoamrisha ufanywe kuhusiana na matumizi ya karibu dola milioni 7 . 8 kwa ajili ya shughuli za janga la Corona .,O O O O O O O O O O O O O O O O O O O O O O O O O O O,False
train,4632,Alisema hakutakuwa na mtu atakae samehewa akisisitiza kwamba zaidi ya maafisa darzeni moja wamehusika kutokana na ripoti ya mkaguzi .,Alisema hakutakuwa na mtu atakae samehewa akisisitiza kwamba zaidi ya maafisa darzeni moja wamehusika kutokana na ripoti ya mkaguzi .,O O O O O O O O O O O O O O O O O O O O,False
train,4633,Miongoni mwao wakiwemo maafisa katika ofisi ya Rais na Baraza la Mawazirti ambao tayari wameshakamatwa .,Miongoni mwao wakiwemo maafisa katika ofisi ya Rais na Baraza la Mawazirti ambao tayari wameshakamatwa .,O O O O O O O O O O O O O O O O,False
train,4634,Rais aliahidi kutakuwa na watu zaidi watakao kamatwa miongoni mwa wafanyakazi wa serikali .,Rais aliahidi kutakuwa na watu zaidi watakao kamatwa miongoni mwa wafanyakazi wa serikali .,O O O O O O O O O O O O O O,False
train,4635,Waziri wa kazi ametuhumiwa kutumia fedha za kushughulikia COVID - 19 kwa ajili ya kulipia matumizi ya safari zake Afrika Kusini .,Waziri wa kazi ametuhumiwa kutumia fedha za kushughulikia COVID - 19 kwa ajili ya kulipia matumizi ya safari zake Afrika/B-LOC Kusini/I-LOC .,O O O O O O O O O O O O O O O O O O O B-LOC I-LOC O,True
train,4636,Rais Chakwera anasema ingawa waziri alirudisha hizo fedha lakini inamaana kwamba zilipohitajika hazikuwepo .,Rais Chakwera/B-PER anasema ingawa waziri alirudisha hizo fedha lakini inamaana kwamba zilipohitajika hazikuwepo .,O B-PER O O O O O O O O O O O O,True
train,4637,Wakati huo huo polisi wa Malawi wamethibitishwa kukamatwa kwa watu 19 wanaotuhumiwa kutumia vibaya fedha za COVID - 19 .,Wakati huo huo polisi wa Malawi/B-LOC wamethibitishwa kukamatwa kwa watu 19 wanaotuhumiwa kutumia vibaya fedha za COVID - 19 .,O O O O O B-LOC O O O O O O O O O O O O O O,True
train,4638,Kenya imeamuru kambi mbili kubwa zaidi za wakimbizi nchini humo zifungwe ndani ya kipindi cha wiki mbili .,Kenya/B-LOC imeamuru kambi mbili kubwa zaidi za wakimbizi nchini humo zifungwe ndani ya kipindi cha wiki mbili .,B-LOC O O O O O O O O O O O O O O O O O,True
train,4639,"Serikali ya nchi hiyo imelipatia shirika la Umoja wa Mataifa la kuwahudumia wakimbizi , UNHCR , siku kumi na nne kufunga kambi za Dadaab na Kakuma , zinazowahifadhi wakimbizi wapatao laki tano .","Serikali ya nchi hiyo imelipatia shirika/B-ORG la/I-ORG Umoja/I-ORG wa/I-ORG Mataifa/I-ORG la/I-ORG kuwahudumia/I-ORG wakimbizi/I-ORG , UNHCR/B-ORG , siku kumi na nne kufunga kambi za Dadaab/B-LOC na Kakuma/B-LOC , zinazowahifadhi wakimbizi wapatao laki tano .",O O O O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG O B-ORG O O O O O O O O B-LOC O B-LOC O O O O O O O,True
train,4640,"Imesema kinyume cha hivyo , wakimbizi hao watasafirishwa hadi kwenye mpaka wake na Somalia .","Imesema kinyume cha hivyo , wakimbizi hao watasafirishwa hadi kwenye mpaka wake na Somalia/B-LOC .",O O O O O O O O O O O O O B-LOC O,True
train,4641,"Ujumbe huo uliwasilishwa Jumanne na Waziri wa Mambo ya Ndani wa Kenya , Fred Matiang'i alipokutana na maafisa wa shirika hilo la wakimbizi kwenye afisi yake mjini Nairobi .","Ujumbe huo uliwasilishwa Jumanne/B-DATE na Waziri wa Mambo ya Ndani wa Kenya/B-LOC , Fred/B-PER Matiang'i/I-PER alipokutana na maafisa wa shirika hilo la wakimbizi kwenye afisi yake mjini Nairobi/B-LOC .",O O O B-DATE O O O O O O O B-LOC O B-PER I-PER O O O O O O O O O O O O B-LOC O,True
train,4642,""""""""" Hatua hiyo imechukuliwa kwa sababu za usalama wa kitaifa , """""""" alisema Matiang'i .",""""""""" Hatua hiyo imechukuliwa kwa sababu za usalama wa kitaifa , """""""" alisema Matiang'i/B-PER .",O O O O O O O O O O O O O B-PER O,True
train,4643,"Kwa mujibu wa gazeti la Daily Nation , Matiang'i alimwambia mwakilishi wa UNHCR nchini Kenya , Fathiaa Abdala , kwamba hakutakuwa na mjadala wowote kuhusu suala hilo .","Kwa mujibu wa gazeti la Daily/B-ORG Nation/I-ORG , Matiang'i/B-PER alimwambia mwakilishi wa UNHCR/B-ORG nchini Kenya/B-LOC , Fathiaa/B-PER Abdala/I-PER , kwamba hakutakuwa na mjadala wowote kuhusu suala hilo .",O O O O O B-ORG I-ORG O B-PER O O O B-ORG O B-LOC O B-PER I-PER O O O O O O O O O O,True
train,4644,"Mnamo mwaka wa 2013 , serikali ya Kenya ilikuwa imekubali kuwahamisha wakimbizi hao kwa awamu tatu , lakini kufikia sasa , ni wakimbizi 14 , 000 pekee , ambao wamehamishwa .","Mnamo mwaka wa 2013/B-DATE , serikali ya Kenya/B-LOC ilikuwa imekubali kuwahamisha wakimbizi hao kwa awamu tatu , lakini kufikia sasa , ni wakimbizi 14 , 000 pekee , ambao wamehamishwa .",O O O B-DATE O O O B-LOC O O O O O O O O O O O O O O O O O O O O O O O,True
train,4645,"Kati ya masuala mengine , serikali imekuwa ikilalamika kwamba , licha ya ahadi za mara kwa mara , za misaada kutoka kwa jumuiya ya kimataifa , kwa kiasi kikubwa imeendela kuubeba mzigo wa kuwahifadhi wakimbizi hao peke yake .","Kati ya masuala mengine , serikali imekuwa ikilalamika kwamba , licha ya ahadi za mara kwa mara , za misaada kutoka kwa jumuiya/B-ORG ya/I-ORG kimataifa/I-ORG , kwa kiasi kikubwa imeendela kuubeba mzigo wa kuwahifadhi wakimbizi hao peke yake .",O O O O O O O O O O O O O O O O O O O O O O B-ORG I-ORG I-ORG O O O O O O O O O O O O O O,True
train,4646,Kenya ilitaka kuzifunga kambi hizo mwaka wa 2016 kufuatia mashambulizi ya liyoaminika kutekelezwa na wanamgambo wa asili ya Somalia .,Kenya/B-LOC ilitaka kuzifunga kambi hizo mwaka wa 2016/B-DATE kufuatia mashambulizi ya liyoaminika kutekelezwa na wanamgambo wa asili ya Somalia/B-LOC .,B-LOC O O O O O O B-DATE O O O O O O O O O O B-LOC O,True
train,4647,"Kambi hizo zimekuwepo tangu maika ya tisini wakati ambapo vita vya wenyewe kwa wenyewe vilianza nchini Somalia , na ambavyo vinaendelea hadi sasa .","Kambi hizo zimekuwepo tangu maika ya tisini wakati ambapo vita vya wenyewe kwa wenyewe vilianza nchini Somalia/B-LOC , na ambavyo vinaendelea hadi sasa .",O O O O O O O O O O O O O O O O B-LOC O O O O O O O,True
train,4648,Wengi wa wakimbizi hao ni raia wa Somalia .,Wengi wa wakimbizi hao ni raia wa Somalia/B-LOC .,O O O O O O O B-LOC O,True
train,4649,"Mtaalam wa juu wa magonjwa ya kuambukiza nchini Marekani alisema Jumapili nchi hiyo iko katika mwelekeo sahihi na mamilioni ya Wamarekani wanapokea chanjo ya Corona , lakini alikuwa mwangalifu juu ya idadi kubwa ya maambukizi iilivyo .","Mtaalam wa juu wa magonjwa ya kuambukiza nchini Marekani/B-LOC alisema Jumapili/B-DATE nchi hiyo iko katika mwelekeo sahihi na mamilioni ya Wamarekani wanapokea chanjo ya Corona , lakini alikuwa mwangalifu juu ya idadi kubwa ya maambukizi iilivyo .",O O O O O O O O B-LOC O B-DATE O O O O O O O O O O O O O O O O O O O O O O O O O O,True
train,4650,"Akiongea kwenye kipindi cha NBC - TV Meet the Press , Anthony Fauci alionya kwamba unapopata wagonjwa wapya katika kiwango karibu na maambukizo mapya 60 , 000 kwa siku , kila wakati kuna hatari ya kuongezeka tena .","Akiongea kwenye kipindi cha NBC/B-ORG -/I-ORG TV/I-ORG Meet the Press , Anthony/B-PER Fauci/I-PER alionya kwamba unapopata wagonjwa wapya katika kiwango karibu na maambukizo mapya 60 , 000 kwa siku , kila wakati kuna hatari ya kuongezeka tena .",O O O O B-ORG I-ORG I-ORG O O O O B-PER I-PER O O O O O O O O O O O O O O O O O O O O O O O O O,True
train,4651,Fauci alitumia Italia kama mfano wa eneo ambalo kesi zilipungua .,Fauci/B-PER alitumia Italia/B-LOC kama mfano wa eneo ambalo kesi zilipungua .,B-PER O B-LOC O O O O O O O O,True
train,4652,"Alisema Italia walipoona wanaingia kwenya idadi ya kupungua kwa kesi wakaacha kuchukua hatua za kiafya za umma , ambapo ilichangia kuongezeka kwa maambukizi ya sasa kwa nchi hiyo .","Alisema Italia/B-LOC walipoona wanaingia kwenya idadi ya kupungua kwa kesi wakaacha kuchukua hatua za kiafya za umma , ambapo ilichangia kuongezeka kwa maambukizi ya sasa kwa nchi hiyo .",O B-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O,True
train,4653,Hali hiyo imewalazimisha maafisa kuweka sehemu ya nchi hiyo kwenye karantini Jumatatu .,Hali hiyo imewalazimisha maafisa kuweka sehemu ya nchi hiyo kwenye karantini Jumatatu/B-DATE .,O O O O O O O O O O O B-DATE O,True
train,4654,"Aliwasihi watu kuendelea kuheshimu hatua za kiafya za umma , hasaa kuvaa barakoa .","Aliwasihi watu kuendelea kuheshimu hatua za kiafya za umma , hasaa kuvaa barakoa .",O O O O O O O O O O O O O O,False
train,4655,"Marekani inabaki inashikilia idadi ya juu katika orodha ya kesi za COVID - 19 , kulingana na Kituo cha Johns Hopkins , chombo cha utafiti kinachotoa kila wakati idadi ya COVID - 19 na uchambuzi wa kitaalam .","Marekani/B-LOC inabaki inashikilia idadi ya juu katika orodha ya kesi za COVID - 19 , kulingana na Kituo cha Johns/B-ORG Hopkins/I-ORG , chombo cha utafiti kinachotoa kila wakati idadi ya COVID - 19 na uchambuzi wa kitaalam .",B-LOC O O O O O O O O O O O O O O O O O O B-ORG I-ORG O O O O O O O O O O O O O O O O O,True
train,4656,Marekani ina maambukizi milioni 29 . 4 ya maambukizi duniani ya karibu milioni 120 ya COVID - 19 ikifuatiwa na Brazil yenye milioni 11 . 4 na India milioni 11 . 3 .,Marekani/B-LOC ina maambukizi milioni 29 . 4 ya maambukizi duniani ya karibu milioni 120 ya COVID - 19 ikifuatiwa na Brazil/B-LOC yenye milioni 11 . 4 na India/B-LOC milioni 11 . 3 .,B-LOC O O O O O O O O O O O O O O O O O O O B-LOC O O O O O O B-LOC O O O O O,True
train,4657,Wakati huo huo kampuni ya AstraZeneca ilisema Jumapili kwamba utafiti wa mapitio ya taarifa zake haukuonyesha kuwa chanjo yao inasababisha kuganda kwa damu .,Wakati huo huo kampuni ya AstraZeneca/B-ORG ilisema Jumapili/B-DATE kwamba utafiti wa mapitio ya taarifa zake haukuonyesha kuwa chanjo yao inasababisha kuganda kwa damu .,O O O O O B-ORG O B-DATE O O O O O O O O O O O O O O O O,True
train,4658,Serikali ya Rais Uhuru Kenyatta Jumanne ilifuta kalenda ya masomo ya shule za msingi na upili na vilevile kuahirisha mitihani ya taifa hadi mwaka 2021 .,Serikali ya Rais Uhuru/B-PER Kenyatta/I-PER Jumanne/B-DATE ilifuta kalenda ya masomo ya shule za msingi na upili na vilevile kuahirisha mitihani ya taifa hadi mwaka 2021/B-DATE .,O O O B-PER I-PER B-DATE O O O O O O O O O O O O O O O O O O B-DATE O,True
train,4659,"Waziri wa Elimu nchini humo Professa George Magoha alieleza kuwa kalenda ya masomo 2020 katika shule zote za msingi na upili imefutwa ikimaanisha kuwa wanafunzi wa gredi ya 1 hadi 4 , na darasa la tano hadi saba pamoja na kidato cha kwanza hadi cha tatu watasalia katika madarasa hayo mwaka wa 2021 .","Waziri wa Elimu nchini humo Professa George/B-PER Magoha/I-PER alieleza kuwa kalenda ya masomo 2020/B-DATE katika shule zote za msingi na upili imefutwa ikimaanisha kuwa wanafunzi wa gredi ya 1 hadi 4 , na darasa la tano hadi saba pamoja na kidato cha kwanza hadi cha tatu watasalia katika madarasa hayo mwaka wa 2021/B-DATE .",O O O O O O B-PER I-PER O O O O O B-DATE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-DATE O,True
train,4660,""""""""" Kalenda ya masomo ya mwaka huu itazingatiwa kama ile iliyofutwa kutokana na ueneaji wa virusi vya Corona , """""""" alieleza Prof Magoha .",""""""""" Kalenda ya masomo ya mwaka/B-DATE huu/I-DATE itazingatiwa kama ile iliyofutwa kutokana na ueneaji wa virusi vya Corona , """""""" alieleza Prof Magoha/B-PER .",O O O O O B-DATE I-DATE O O O O O O O O O O O O O O O B-PER O,True
train,4661,Bonyeza na kusikiliza : No media source currently available Pamekuwa na hofu kuhusu hatma ya mitihani hiyo kufanyika ilivyoratibiwa Novemba mwaka huu kwa watahiniwa wa darasa la nane na kidato cha nne na pia kukamilika kwa mihula miwili iliyobakia .,Bonyeza na kusikiliza : No media source currently available Pamekuwa na hofu kuhusu hatma ya mitihani hiyo kufanyika ilivyoratibiwa Novemba/B-DATE mwaka/I-DATE huu/I-DATE kwa watahiniwa wa darasa la nane na kidato cha nne na pia kukamilika kwa mihula miwili iliyobakia .,O O O O O O O O O O O O O O O O O O O B-DATE I-DATE I-DATE O O O O O O O O O O O O O O O O O O,True
train,4662,"Kabla kufikia uamuzi huo wizara ya elimu imekuwa ikiendeleza masomo kwa wanafunzi kupitia taasisi ya kuandaa mitaala nchini kwa ushirikiano na shirika la habari la taifa KBC na kupeperushwa kwa vipindi vya masomo kupitia redio , runinga na mtandao .","Kabla kufikia uamuzi huo wizara ya elimu imekuwa ikiendeleza masomo kwa wanafunzi kupitia taasisi ya kuandaa mitaala nchini kwa ushirikiano na shirika/B-ORG la/I-ORG habari/I-ORG la/I-ORG taifa/I-ORG KBC/I-ORG na kupeperushwa kwa vipindi vya masomo kupitia redio , runinga na mtandao .",O O O O O O O O O O O O O O O O O O O O O B-ORG I-ORG I-ORG I-ORG I-ORG I-ORG O O O O O O O O O O O O O,True
train,4663,"Hata hivyo , changamoto kadhaa zimejitokeza .","Hata hivyo , changamoto kadhaa zimejitokeza .",O O O O O O O,False
train,4664,"Kufuatia utaratibu huo , wanafunzi wa darasa la nane ambao ni watahiniwa wa mtihani wa taifa wa KCPE na wa kidato cha nne ambao ni watahiniwa wa mtihani wa KCSE watatangaziwa ratiba ya mitihani hiyo baadaye mwaka wa 2021 .","Kufuatia utaratibu huo , wanafunzi wa darasa la nane ambao ni watahiniwa wa mtihani wa taifa wa KCPE na wa kidato cha nne ambao ni watahiniwa wa mtihani wa KCSE watatangaziwa ratiba ya mitihani hiyo baadaye mwaka wa 2021/B-DATE .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-DATE O,True
train,4665,"Lakini japokuwa hatua hii imekuwa ya kushtukiza na yenye lengo la kusaidia serikali kudhibiti maambukizi zaidi ya virusi vya Corona , baadhiya walimu wa shule za kibinafsi na wazazi nchini humo wanaeleza kuwawataathirika pakubwa na hata kudumaa maendeleo ya elimu kwa wanafunzi .","Lakini japokuwa hatua hii imekuwa ya kushtukiza na yenye lengo la kusaidia serikali kudhibiti maambukizi zaidi ya virusi vya Corona , baadhiya walimu wa shule za kibinafsi na wazazi nchini humo wanaeleza kuwawataathirika pakubwa na hata kudumaa maendeleo ya elimu kwa wanafunzi .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,False
train,4666,"Dan Khasiani Bobea , mwalimu wa shule ya kibinafsi ya Loreto Convent alieleza kuwa uamuzi huo huenda usiwe wenye manufaa kwa walimu .","Dan/B-PER Khasiani/I-PER Bobea/I-PER , mwalimu wa shule ya kibinafsi ya Loreto/B-ORG Convent/I-ORG alieleza kuwa uamuzi huo huenda usiwe wenye manufaa kwa walimu .",B-PER I-PER I-PER O O O O O O O B-ORG I-ORG O O O O O O O O O O O,True
train,4667,""""""""" Wizara inaposema watoto wasiende shuleni , watoto wanaonekana vijijini , mijini wakiendelea na shughuli zao za kawaida .",""""""""" Wizara inaposema watoto wasiende shuleni , watoto wanaonekana vijijini , mijini wakiendelea na shughuli zao za kawaida .",O O O O O O O O O O O O O O O O O O O,False
train,4668,"Watoto hawa wanacheza mpira , wanatazama filamu , wanaenda sokoni , wanatangamana kwingineko .","Watoto hawa wanacheza mpira , wanatazama filamu , wanaenda sokoni , wanatangamana kwingineko .",O O O O O O O O O O O O O O,False
